2025-08-28T04:25:39.689184Z	start_run	0
2025-08-28T04:25:40.940958Z	api_error	search_channels:400
2025-08-28T04:25:42.426928Z	api_error	search_channels:400
2025-08-28T04:25:43.658694Z	api_error	search_channels:400
2025-08-28T04:25:45.020240Z	api_error	search_channels:400
2025-08-28T04:25:46.319444Z	api_error	search_channels:400
2025-08-28T04:25:46.321416Z	leads_collected	0
2025-08-28T04:28:37.822169+00:00	start_run	0
2025-08-28T04:28:39.274516+00:00	api_error	search_channels:400
2025-08-28T04:28:40.808785+00:00	api_error	search_channels:400
2025-08-28T04:28:42.240968+00:00	api_error	search_channels:400
2025-08-28T04:28:43.068365+00:00	api_error	search_channels:400
2025-08-28T04:28:44.496008+00:00	api_error	search_channels:400
2025-08-28T04:28:44.498118+00:00	leads_collected	0
2025-08-28T04:34:53.467662+00:00	start_run	0
2025-08-28T04:34:54.980022+00:00	api_error	search_channels:400
2025-08-28T04:34:56.415975+00:00	api_error	search_channels:400
2025-08-28T04:34:57.952021+00:00	api_error	search_channels:400
2025-08-28T04:34:59.387165+00:00	api_error	search_channels:400
2025-08-28T04:35:00.605636+00:00	api_error	search_channels:400
2025-08-28T04:35:01.822845+00:00	api_error	search_channels:400
2025-08-28T04:35:03.072078+00:00	api_error	search_channels:400
2025-08-28T04:35:04.300729+00:00	api_error	search_channels:400
2025-08-28T04:35:05.838656+00:00	api_error	search_channels:400
2025-08-28T04:35:06.965702+00:00	api_error	search_channels:400
2025-08-28T04:35:08.087764+00:00	api_error	search_channels:400
2025-08-28T04:35:09.523502+00:00	api_error	search_channels:400
2025-08-28T04:35:11.061094+00:00	api_error	search_channels:400
2025-08-28T04:35:12.479382+00:00	api_error	search_channels:400
2025-08-28T04:35:13.255311+00:00	api_error	search_channels:400
2025-08-28T04:35:14.504035+00:00	api_error	search_channels:400
2025-08-28T04:35:15.667391+00:00	api_error	search_channels:400
2025-08-28T04:35:16.883976+00:00	api_error	search_channels:400
2025-08-28T04:35:18.224916+00:00	api_error	search_channels:400
2025-08-28T04:35:19.238748+00:00	api_error	search_channels:400
2025-08-28T04:35:20.580944+00:00	api_error	search_channels:400
2025-08-28T04:35:22.018065+00:00	api_error	search_channels:400
2025-08-28T04:35:23.246165+00:00	api_error	search_channels:400
2025-08-28T04:35:24.678510+00:00	api_error	search_channels:400
2025-08-28T04:35:25.907708+00:00	api_error	search_channels:400
2025-08-28T04:35:27.238548+00:00	api_error	search_channels:400
2025-08-28T04:35:28.774408+00:00	api_error	search_channels:400
2025-08-28T04:35:30.220610+00:00	api_error	search_channels:400
2025-08-28T04:35:31.745116+00:00	api_error	search_channels:400
2025-08-28T04:35:33.178276+00:00	api_error	search_channels:400
2025-08-28T04:35:33.180770+00:00	leads_collected	0
